Date,Location,Location Level,Total Cases,Total Deaths,Total Recovered,New Cases,New Deaths,New Recovered,Province,Time Zone,Population,Longitude,Latitude,Case Fatality Rate,Case Recovered Rate
8/4/2021,Sumatera Utara,Province,65441,1576,42728,1656,35,829,Sumatera Utara,UTC+07:00,14874889,99.05196442,2.191894453,2.41%,65.29%
8/5/2021,Aceh,Province,24207,1036,17531,285,18,133,Aceh,UTC+07:00,5247257,96.91052174,4.225614628,4.28%,72.42%
8/5/2021,Bali,Province,82749,2331,66422,1470,25,1235,Bali,UTC+08:00,4216171,115.1317136,-8.369471688,2.82%,80.27%
8/5/2021,Banten,Province,118419,2268,89267,964,17,771,Banten,UTC+07:00,10722374,106.1090043,-6.456736388,1.92%,75.38%
8/5/2021,Bengkulu,Province,19417,289,14900,248,5,342,Bengkulu,UTC+07:00,1999539,102.3384213,-3.533583627,1.49%,76.74%
8/5/2021,DKI Jakarta,Province,825659,12657,799102,2312,126,2759,DKI Jakarta,UTC+07:00,10846145,106.8361183,-6.204698991,1.53%,96.78%
8/5/2021,Daerah Istimewa Yogyakarta,Province,125470,3694,83433,1461,59,1139,Daerah Istimewa Yogyakarta,UTC+07:00,3631015,110.4448783,-7.89450185,2.94%,66.50%
8/5/2021,Gorontalo,Province,8858,250,7000,228,9,72,Gorontalo,UTC+08:00,1180651,122.3760581,0.687002604,2.82%,79.02%
8/5/2021,Indonesia,Country,3568331,102375,2947646,35764,1739,39726,,,265185520,113.921327,-0.789275,2.87%,82.61%
8/5/2021,Jambi,Province,21904,471,15852,352,12,333,Jambi,UTC+07:00,3493357,102.7236404,-1.69769766,2.15%,72.37%
8/5/2021,Jawa Barat,Province,623614,10275,514429,5635,152,8058,Jawa Barat,UTC+07:00,45161325,107.6037083,-6.920432083,1.65%,82.49%
8/5/2021,Jawa Tengah,Province,402989,21534,328824,4067,498,7646,Jawa Tengah,UTC+07:00,36364072,110.2011149,-7.259097177,5.34%,81.60%
8/5/2021,Jawa Timur,Province,326779,22328,257342,4074,314,4655,Jawa Timur,UTC+07:00,40479023,112.7329414,-7.723345579,6.83%,78.75%
8/5/2021,Kalimantan Barat,Province,28169,699,21868,526,11,317,Kalimantan Barat,UTC+07:00,5422814,111.1211776,-0.086474572,2.48%,77.63%
8/5/2021,Kalimantan Selatan,Province,51485,1467,39644,876,46,309,Kalimantan Selatan,UTC+08:00,4023049,115.4385783,-2.993594979,2.85%,77.00%
8/5/2021,Kalimantan Tengah,Province,36250,945,30196,352,7,167,Kalimantan Tengah,UTC+07:00,2570289,113.4176536,-1.602484653,2.61%,83.30%
8/5/2021,Kalimantan Timur,Province,126029,3717,99795,2083,101,2000,Kalimantan Timur,UTC+08:00,3552191,116.4684405,0.45385803,2.95%,79.18%
8/5/2021,Kalimantan Utara,Province,23912,415,17137,599,15,416,Kalimantan Utara,UTC+08:00,648407,116.2188791,2.891012621,1.74%,71.67%
8/5/2021,Kepulauan Bangka Belitung,Province,36658,784,29307,802,28,492,Kepulauan Bangka Belitung,UTC+07:00,1379767,106.5499324,-2.447444127,2.14%,79.95%
8/5/2021,Kepulauan Riau,Province,47074,1272,40673,445,44,609,Kepulauan Riau,UTC+07:00,1929400,108.261746,3.916346,2.70%,86.40%
8/5/2021,Lampung,Province,37815,2367,27510,680,71,253,Lampung,UTC+07:00,9095591,105.0214366,-4.916792975,6.26%,72.75%
8/5/2021,Maluku,Province,13605,234,10281,46,0,123,Maluku,UTC+09:00,1847097,129.576792,-3.192572,1.72%,75.57%
8/5/2021,Maluku Utara,Province,10297,246,7670,110,2,29,Maluku Utara,UTC+09:00,1307803,127.5391072,0.212036949,2.39%,74.49%
8/5/2021,Nusa Tenggara Barat,Province,20822,580,18412,216,0,268,Nusa Tenggara Barat,UTC+08:00,5270247,117.5086257,-8.606998866,2.79%,88.43%
8/5/2021,Nusa Tenggara Timur,Province,42675,794,30331,1136,11,476,Nusa Tenggara Timur,UTC+08:00,5411321,121.592271,-8.682205,1.86%,71.07%
8/5/2021,Papua,Province,28275,407,12895,301,2,136,Papua,UTC+09:00,4340348,138.69603,-4.66620953,1.44%,45.61%
8/5/2021,Papua Barat,Province,19536,293,16536,270,1,191,Papua Barat,UTC+09:00,1140701,132.9762624,-2.045160182,1.50%,84.64%
8/5/2021,Riau,Province,103192,2790,86429,860,35,1665,Riau,UTC+07:00,6074100,101.8051092,0.511647851,2.70%,83.76%
8/5/2021,Sulawesi Barat,Province,9064,186,7145,174,3,168,Sulawesi Barat,UTC+08:00,1559984,119.3450194,-2.461746053,2.05%,78.83%
8/5/2021,Sulawesi Selatan,Province,88618,1456,74309,1196,25,605,Sulawesi Selatan,UTC+08:00,9426885,120.1620559,-3.731080714,1.64%,83.85%
8/5/2021,Sulawesi Tengah,Province,26327,748,17782,838,27,578,Sulawesi Tengah,UTC+08:00,2955567,121.2010927,-1.00413668,2.84%,67.54%
8/5/2021,Sulawesi Tenggara,Province,17297,390,13593,218,6,182,Sulawesi Tenggara,UTC+08:00,2635461,122.070311,-4.124688793,2.25%,78.59%
8/5/2021,Sulawesi Utara,Province,25998,756,19740,473,6,354,Sulawesi Utara,UTC+08:00,2641884,124.5212396,1.259638212,2.91%,75.93%
8/5/2021,Sumatera Barat,Province,75529,1594,59435,857,33,490,Sumatera Barat,UTC+07:00,5519245,100.4650624,-0.850253225,2.11%,78.69%
8/5/2021,Sumatera Selatan,Province,49962,2241,37215,786,43,609,Sumatera Selatan,UTC+07:00,8217551,104.1694647,-3.216211808,4.49%,74.49%
8/5/2021,Sumatera Utara,Province,66997,1591,43565,1556,15,837,Sumatera Utara,UTC+07:00,14874889,99.05196442,2.191894453,2.37%,65.03%
8/6/2021,Aceh,Province,24590,1040,17723,383,4,192,Aceh,UTC+07:00,5247257,96.91052174,4.225614628,4.23%,72.07%
8/6/2021,Bali,Province,83988,2377,67933,1239,46,1511,Bali,UTC+08:00,4216171,115.1317136,-8.369471688,2.83%,80.88%
8/6/2021,Banten,Province,119422,2284,96166,1003,16,6899,Banten,UTC+07:00,10722374,106.1090043,-6.456736388,1.91%,80.53%
8/6/2021,Bengkulu,Province,19819,299,15269,402,10,369,Bengkulu,UTC+07:00,1999539,102.3384213,-3.533583627,1.51%,77.04%
8/6/2021,DKI Jakarta,Province,827844,12710,802308,2185,53,3206,DKI Jakarta,UTC+07:00,10846145,106.8361183,-6.204698991,1.54%,96.92%
8/6/2021,Daerah Istimewa Yogyakarta,Province,127109,3766,85521,1639,72,2088,Daerah Istimewa Yogyakarta,UTC+07:00,3631015,110.4448783,-7.89450185,2.96%,67.28%
8/6/2021,Gorontalo,Province,9015,254,7061,157,4,61,Gorontalo,UTC+08:00,1180651,122.3760581,0.687002604,2.82%,78.33%
8/6/2021,Indonesia,Country,3607863,104010,2996478,39532,1635,48832,,,265185520,113.921327,-0.789275,2.88%,83.05%
8/6/2021,Jambi,Province,22273,494,16640,369,23,788,Jambi,UTC+07:00,3493357,102.7236404,-1.69769766,2.22%,74.71%
8/6/2021,Jawa Barat,Province,628718,10371,521607,5104,96,7178,Jawa Barat,UTC+07:00,45161325,107.6037083,-6.920432083,1.65%,82.96%
8/6/2021,Jawa Tengah,Province,405739,21974,336801,2750,440,7977,Jawa Tengah,UTC+07:00,36364072,110.2011149,-7.259097177,5.42%,83.01%
8/6/2021,Jawa Timur,Province,331268,22670,262368,4489,342,5026,Jawa Timur,UTC+07:00,40479023,112.7329414,-7.723345579,6.84%,79.20%
8/6/2021,Kalimantan Barat,Province,28592,709,22313,423,10,445,Kalimantan Barat,UTC+07:00,5422814,111.1211776,-0.086474572,2.48%,78.04%
8/6/2021,Kalimantan Selatan,Province,52391,1488,40430,906,21,786,Kalimantan Selatan,UTC+08:00,4023049,115.4385783,-2.993594979,2.84%,77.17%
8/6/2021,Kalimantan Tengah,Province,36536,949,30351,286,4,155,Kalimantan Tengah,UTC+07:00,2570289,113.4176536,-1.602484653,2.60%,83.07%
8/6/2021,Kalimantan Timur,Province,127844,3801,102379,1815,84,2584,Kalimantan Timur,UTC+08:00,3552191,116.4684405,0.45385803,2.97%,80.08%
8/6/2021,Kalimantan Utara,Province,24421,423,17348,509,8,211,Kalimantan Utara,UTC+08:00,648407,116.2188791,2.891012621,1.73%,71.04%
8/6/2021,Kepulauan Bangka Belitung,Province,37520,809,29801,862,25,494,Kepulauan Bangka Belitung,UTC+07:00,1379767,106.5499324,-2.447444127,2.16%,79.43%
8/6/2021,Kepulauan Riau,Province,47586,1272,41094,512,0,421,Kepulauan Riau,UTC+07:00,1929400,108.261746,3.916346,2.67%,86.36%
8/6/2021,Lampung,Province,38511,2412,28129,696,45,619,Lampung,UTC+07:00,9095591,105.0214366,-4.916792975,6.26%,73.04%
8/6/2021,Maluku,Province,13618,234,10384,13,0,103,Maluku,UTC+09:00,1847097,129.576792,-3.192572,1.72%,76.25%
8/6/2021,Maluku Utara,Province,10486,246,7971,189,0,301,Maluku Utara,UTC+09:00,1307803,127.5391072,0.212036949,2.35%,76.02%
8/6/2021,Nusa Tenggara Barat,Province,21024,584,18634,202,4,222,Nusa Tenggara Barat,UTC+08:00,5270247,117.5086257,-8.606998866,2.78%,88.63%
8/6/2021,Nusa Tenggara Timur,Province,46273,813,31241,3598,19,910,Nusa Tenggara Timur,UTC+08:00,5411321,121.592271,-8.682205,1.76%,67.51%
8/6/2021,Papua,Province,28487,411,13147,212,4,252,Papua,UTC+09:00,4340348,138.69603,-4.66620953,1.44%,46.15%
8/6/2021,Papua Barat,Province,19607,294,16845,71,1,309,Papua Barat,UTC+09:00,1140701,132.9762624,-2.045160182,1.50%,85.91%
8/6/2021,Riau,Province,105397,2845,87544,2205,55,1115,Riau,UTC+07:00,6074100,101.8051092,0.511647851,2.70%,83.06%
8/6/2021,Sulawesi Barat,Province,9207,188,7254,143,2,109,Sulawesi Barat,UTC+08:00,1559984,119.3450194,-2.461746053,2.04%,78.79%
8/6/2021,Sulawesi Selatan,Province,89784,1481,75442,1166,25,1133,Sulawesi Selatan,UTC+08:00,9426885,120.1620559,-3.731080714,1.65%,84.03%
8/6/2021,Sulawesi Tengah,Province,27893,785,18164,1566,37,382,Sulawesi Tengah,UTC+08:00,2955567,121.2010927,-1.00413668,2.81%,65.12%
8/6/2021,Sulawesi Tenggara,Province,17498,396,13712,201,6,119,Sulawesi Tenggara,UTC+08:00,2635461,122.070311,-4.124688793,2.26%,78.36%
8/6/2021,Sulawesi Utara,Province,26619,765,19933,621,9,193,Sulawesi Utara,UTC+08:00,2641884,124.5212396,1.259638212,2.87%,74.88%
8/6/2021,Sumatera Barat,Province,76454,1619,60118,925,25,683,Sumatera Barat,UTC+07:00,5519245,100.4650624,-0.850253225,2.12%,78.63%
8/6/2021,Sumatera Selatan,Province,50859,2305,37916,897,64,701,Sumatera Selatan,UTC+07:00,8217551,104.1694647,-3.216211808,4.53%,74.55%
8/6/2021,Sumatera Utara,Province,69042,1616,44567,2045,25,1002,Sumatera Utara,UTC+07:00,14874889,99.05196442,2.191894453,2.34%,64.55%
8/7/2021,Aceh,Province,24933,1053,17907,343,13,184,Aceh,UTC+07:00,5247257,96.91052174,4.225614628,4.22%,71.82%
8/7/2021,Bali,Province,85015,2416,69187,1027,39,1254,Bali,UTC+08:00,4216171,115.1317136,-8.369471688,2.84%,81.38%
8/7/2021,Banten,Province,120232,2298,98787,810,14,2621,Banten,UTC+07:00,10722374,106.1090043,-6.456736388,1.91%,82.16%
8/7/2021,Bengkulu,Province,20050,302,15668,231,3,399,Bengkulu,UTC+07:00,1999539,102.3384213,-3.533583627,1.51%,78.14%
8/7/2021,DKI Jakarta,Province,829852,12778,806864,2008,68,4556,DKI Jakarta,UTC+07:00,10846145,106.8361183,-6.204698991,1.54%,97.23%
8/7/2021,Daerah Istimewa Yogyakarta,Province,128487,3849,87637,1378,83,2116,Daerah Istimewa Yogyakarta,UTC+07:00,3631015,110.4448783,-7.89450185,3.00%,68.21%
8/7/2021,Gorontalo,Province,9179,262,7116,164,8,55,Gorontalo,UTC+08:00,1180651,122.3760581,0.687002604,2.85%,77.52%
8/7/2021,Indonesia,Country,3639616,105598,3036194,31753,1588,39716,,,265185520,113.921327,-0.789275,2.90%,83.42%
8/7/2021,Jambi,Province,22593,503,17074,320,9,434,Jambi,UTC+07:00,3493357,102.7236404,-1.69769766,2.23%,75.57%
8/7/2021,Jawa Barat,Province,632642,10442,525916,3924,71,4309,Jawa Barat,UTC+07:00,45161325,107.6037083,-6.920432083,1.65%,83.13%
8/7/2021,Jawa Tengah,Province,410421,22360,341648,4682,386,4847,Jawa Tengah,UTC+07:00,36364072,110.2011149,-7.259097177,5.45%,83.24%
8/7/2021,Jawa Timur,Province,334707,22993,266902,3439,323,4534,Jawa Timur,UTC+07:00,40479023,112.7329414,-7.723345579,6.87%,79.74%
8/7/2021,Kalimantan Barat,Province,28955,714,22747,363,5,434,Kalimantan Barat,UTC+07:00,5422814,111.1211776,-0.086474572,2.47%,78.56%
8/7/2021,Kalimantan Selatan,Province,53299,1530,40952,908,42,522,Kalimantan Selatan,UTC+08:00,4023049,115.4385783,-2.993594979,2.87%,76.83%
8/7/2021,Kalimantan Tengah,Province,36876,958,30537,340,9,186,Kalimantan Tengah,UTC+07:00,2570289,113.4176536,-1.602484653,2.60%,82.81%
8/7/2021,Kalimantan Timur,Province,129630,3883,104109,1786,82,1730,Kalimantan Timur,UTC+08:00,3552191,116.4684405,0.45385803,3.00%,80.31%
8/7/2021,Kalimantan Utara,Province,24875,438,17558,454,15,210,Kalimantan Utara,UTC+08:00,648407,116.2188791,2.891012621,1.76%,70.58%
8/7/2021,Kepulauan Bangka Belitung,Province,38145,830,30322,625,21,521,Kepulauan Bangka Belitung,UTC+07:00,1379767,106.5499324,-2.447444127,2.18%,79.49%
8/7/2021,Kepulauan Riau,Province,47906,1272,41667,320,0,573,Kepulauan Riau,UTC+07:00,1929400,108.261746,3.916346,2.66%,86.98%
8/7/2021,Lampung,Province,38948,2499,28756,437,87,627,Lampung,UTC+07:00,9095591,105.0214366,-4.916792975,6.42%,73.83%
8/7/2021,Maluku,Province,13655,235,10443,37,1,59,Maluku,UTC+09:00,1847097,129.576792,-3.192572,1.72%,76.48%
8/7/2021,Maluku Utara,Province,10662,251,8312,176,5,341,Maluku Utara,UTC+09:00,1307803,127.5391072,0.212036949,2.35%,77.96%
8/7/2021,Nusa Tenggara Barat,Province,21296,589,18971,272,5,337,Nusa Tenggara Barat,UTC+08:00,5270247,117.5086257,-8.606998866,2.77%,89.08%
8/7/2021,Nusa Tenggara Timur,Province,47300,869,34240,1027,56,2999,Nusa Tenggara Timur,UTC+08:00,5411321,121.592271,-8.682205,1.84%,72.39%
8/7/2021,Papua,Province,28704,421,13364,217,10,217,Papua,UTC+09:00,4340348,138.69603,-4.66620953,1.47%,46.56%
8/7/2021,Papua Barat,Province,19747,298,17004,140,4,159,Papua Barat,UTC+09:00,1140701,132.9762624,-2.045160182,1.51%,86.11%
8/7/2021,Riau,Province,106648,2895,88624,1251,50,1080,Riau,UTC+07:00,6074100,101.8051092,0.511647851,2.71%,83.10%
8/7/2021,Sulawesi Barat,Province,9295,189,7351,88,1,97,Sulawesi Barat,UTC+08:00,1559984,119.3450194,-2.461746053,2.03%,79.09%
8/7/2021,Sulawesi Selatan,Province,90616,1502,76069,832,21,627,Sulawesi Selatan,UTC+08:00,9426885,120.1620559,-3.731080714,1.66%,83.95%
8/7/2021,Sulawesi Tengah,Province,28696,808,18637,803,23,473,Sulawesi Tengah,UTC+08:00,2955567,121.2010927,-1.00413668,2.82%,64.95%
8/7/2021,Sulawesi Tenggara,Province,17739,403,13914,241,7,202,Sulawesi Tenggara,UTC+08:00,2635461,122.070311,-4.124688793,2.27%,78.44%
8/7/2021,Sulawesi Utara,Province,27143,770,20344,524,5,411,Sulawesi Utara,UTC+08:00,2641884,124.5212396,1.259638212,2.84%,74.95%
8/7/2021,Sumatera Barat,Province,77285,1636,60902,831,17,784,Sumatera Barat,UTC+07:00,5519245,100.4650624,-0.850253225,2.12%,78.80%
8/7/2021,Sumatera Selatan,Province,51472,2353,38542,613,48,626,Sumatera Selatan,UTC+07:00,8217551,104.1694647,-3.216211808,4.57%,74.88%
8/7/2021,Sumatera Utara,Province,70447,1639,44983,1405,23,416,Sumatera Utara,UTC+07:00,14874889,99.05196442,2.191894453,2.33%,63.85%
8/8/2021,Aceh,Province,25218,1064,18234,285,11,327,Aceh,UTC+07:00,5247257,96.91052174,4.225614628,4.22%,72.31%
8/8/2021,Bali,Province,86199,2441,70466,1184,25,1279,Bali,UTC+08:00,4216171,115.1317136,-8.369471688,2.83%,81.75%
8/8/2021,Banten,Province,120682,2323,100859,450,25,2072,Banten,UTC+07:00,10722374,106.1090043,-6.456736388,1.92%,83.57%
8/8/2021,Bengkulu,Province,20157,303,15965,107,1,297,Bengkulu,UTC+07:00,1999539,102.3384213,-3.533583627,1.50%,79.20%
8/8/2021,DKI Jakarta,Province,831501,12798,808063,1649,20,1199,DKI Jakarta,UTC+07:00,10846145,106.8361183,-6.204698991,1.54%,97.18%
8/8/2021,Daerah Istimewa Yogyakarta,Province,129681,3900,89729,1194,51,2092,Daerah Istimewa Yogyakarta,UTC+07:00,3631015,110.4448783,-7.89450185,3.01%,69.19%
8/8/2021,Gorontalo,Province,9283,276,7255,104,14,139,Gorontalo,UTC+08:00,1180651,122.3760581,0.687002604,2.97%,78.15%
8/8/2021,Indonesia,Country,3666031,107096,3084702,26415,1498,48508,,,265185520,113.921327,-0.789275,2.92%,84.14%
8/8/2021,Jambi,Province,22854,506,17325,261,3,251,Jambi,UTC+07:00,3493357,102.7236404,-1.69769766,2.21%,75.81%
8/8/2021,Jawa Barat,Province,635457,10499,544471,2815,57,18555,Jawa Barat,UTC+07:00,45161325,107.6037083,-6.920432083,1.65%,85.68%
8/8/2021,Jawa Tengah,Province,415113,22623,347006,4692,263,5358,Jawa Tengah,UTC+07:00,36364072,110.2011149,-7.259097177,5.45%,83.59%
8/8/2021,Jawa Timur,Province,337244,23298,270428,2537,305,3526,Jawa Timur,UTC+07:00,40479023,112.7329414,-7.723345579,6.91%,80.19%
8/8/2021,Kalimantan Barat,Province,29178,716,23248,223,2,501,Kalimantan Barat,UTC+07:00,5422814,111.1211776,-0.086474572,2.45%,79.68%
8/8/2021,Kalimantan Selatan,Province,54116,1578,41374,817,48,422,Kalimantan Selatan,UTC+08:00,4023049,115.4385783,-2.993594979,2.92%,76.45%
8/8/2021,Kalimantan Tengah,Province,37170,1024,30993,294,66,456,Kalimantan Tengah,UTC+07:00,2570289,113.4176536,-1.602484653,2.75%,83.38%
8/8/2021,Kalimantan Timur,Province,131209,3973,105812,1579,90,1703,Kalimantan Timur,UTC+08:00,3552191,116.4684405,0.45385803,3.03%,80.64%
8/8/2021,Kalimantan Utara,Province,25204,446,17933,329,8,375,Kalimantan Utara,UTC+08:00,648407,116.2188791,2.891012621,1.77%,71.15%
8/8/2021,Kepulauan Bangka Belitung,Province,38621,860,30936,476,30,614,Kepulauan Bangka Belitung,UTC+07:00,1379767,106.5499324,-2.447444127,2.23%,80.10%
8/8/2021,Kepulauan Riau,Province,48187,1334,42262,281,62,595,Kepulauan Riau,UTC+07:00,1929400,108.261746,3.916346,2.77%,87.70%
8/8/2021,Lampung,Province,39445,2611,29741,497,112,985,Lampung,UTC+07:00,9095591,105.0214366,-4.916792975,6.62%,75.40%
8/8/2021,Maluku,Province,13660,235,10510,5,0,67,Maluku,UTC+09:00,1847097,129.576792,-3.192572,1.72%,76.94%
8/8/2021,Maluku Utara,Province,10794,251,8684,132,0,372,Maluku Utara,UTC+09:00,1307803,127.5391072,0.212036949,2.33%,80.45%
8/8/2021,Nusa Tenggara Barat,Province,21509,593,19209,213,4,238,Nusa Tenggara Barat,UTC+08:00,5270247,117.5086257,-8.606998866,2.76%,89.31%
8/8/2021,Nusa Tenggara Timur,Province,48021,889,35408,721,20,1168,Nusa Tenggara Timur,UTC+08:00,5411321,121.592271,-8.682205,1.85%,73.73%
8/8/2021,Papua,Province,28798,427,13564,94,6,200,Papua,UTC+09:00,4340348,138.69603,-4.66620953,1.48%,47.10%
8/8/2021,Papua Barat,Province,19815,298,17212,68,0,208,Papua Barat,UTC+09:00,1140701,132.9762624,-2.045160182,1.50%,86.86%
8/8/2021,Riau,Province,107802,2921,90642,1154,26,2018,Riau,UTC+07:00,6074100,101.8051092,0.511647851,2.71%,84.08%
8/8/2021,Sulawesi Barat,Province,9350,194,7433,55,5,82,Sulawesi Barat,UTC+08:00,1559984,119.3450194,-2.461746053,2.07%,79.50%
8/8/2021,Sulawesi Selatan,Province,91351,1530,76795,735,28,726,Sulawesi Selatan,UTC+08:00,9426885,120.1620559,-3.731080714,1.67%,84.07%
8/8/2021,Sulawesi Tengah,Province,29539,840,18921,843,32,284,Sulawesi Tengah,UTC+08:00,2955567,121.2010927,-1.00413668,2.84%,64.05%
8/8/2021,Sulawesi Tenggara,Province,17841,409,13993,102,6,79,Sulawesi Tenggara,UTC+08:00,2635461,122.070311,-4.124688793,2.29%,78.43%
8/8/2021,Sulawesi Utara,Province,27653,787,20736,510,17,392,Sulawesi Utara,UTC+08:00,2641884,124.5212396,1.259638212,2.85%,74.99%
8/8/2021,Sumatera Barat,Province,78063,1661,61565,778,25,663,Sumatera Barat,UTC+07:00,5519245,100.4650624,-0.850253225,2.13%,78.87%
8/8/2021,Sumatera Selatan,Province,51866,2384,39121,394,31,579,Sumatera Selatan,UTC+07:00,8217551,104.1694647,-3.216211808,4.60%,75.43%
8/8/2021,Sumatera Utara,Province,71853,1674,45488,1406,35,505,Sumatera Utara,UTC+07:00,14874889,99.05196442,2.191894453,2.33%,63.31%
8/9/2021,Aceh,Province,25370,1084,18371,152,20,137,Aceh,UTC+07:00,5247257,96.91052174,4.225614628,4.27%,72.41%
8/9/2021,Bali,Province,87217,2481,71589,1018,40,1123,Bali,UTC+08:00,4216171,115.1317136,-8.369471688,2.84%,82.08%
8/9/2021,Banten,Province,121019,2354,103346,337,31,2487,Banten,UTC+07:00,10722374,106.1090043,-6.456736388,1.95%,85.40%
8/9/2021,Bengkulu,Province,20378,310,16265,221,7,300,Bengkulu,UTC+07:00,1999539,102.3384213,-3.533583627,1.52%,79.82%
8/9/2021,DKI Jakarta,Province,832228,12812,809072,727,14,1009,DKI Jakarta,UTC+07:00,10846145,106.8361183,-6.204698991,1.54%,97.22%
8/9/2021,Daerah Istimewa Yogyakarta,Province,130414,3959,92941,733,59,3212,Daerah Istimewa Yogyakarta,UTC+07:00,3631015,110.4448783,-7.89450185,3.04%,71.27%
8/9/2021,Gorontalo,Province,9416,277,7298,133,1,43,Gorontalo,UTC+08:00,1180651,122.3760581,0.687002604,2.94%,77.51%
8/9/2021,Indonesia,Country,3686740,108571,3129661,20709,1475,44959,,,265185520,113.921327,-0.789275,2.94%,84.89%
8/9/2021,Jambi,Province,22882,516,17588,28,10,263,Jambi,UTC+07:00,3493357,102.7236404,-1.69769766,2.26%,76.86%
8/9/2021,Jawa Barat,Province,638259,10608,552528,2802,109,8057,Jawa Barat,UTC+07:00,45161325,107.6037083,-6.920432083,1.66%,86.57%
8/9/2021,Jawa Tengah,Province,419310,23034,353422,4197,411,6416,Jawa Tengah,UTC+07:00,36364072,110.2011149,-7.259097177,5.49%,84.29%
8/9/2021,Jawa Timur,Province,339209,23592,273906,1965,294,3478,Jawa Timur,UTC+07:00,40479023,112.7329414,-7.723345579,6.96%,80.75%
8/9/2021,Kalimantan Barat,Province,29243,722,23730,65,6,482,Kalimantan Barat,UTC+07:00,5422814,111.1211776,-0.086474572,2.47%,81.15%
8/9/2021,Kalimantan Selatan,Province,54675,1602,42067,559,24,693,Kalimantan Selatan,UTC+08:00,4023049,115.4385783,-2.993594979,2.93%,76.94%
8/9/2021,Kalimantan Tengah,Province,37514,1042,31473,344,18,480,Kalimantan Tengah,UTC+07:00,2570289,113.4176536,-1.602484653,2.78%,83.90%
8/9/2021,Kalimantan Timur,Province,132280,4045,108116,1071,72,2304,Kalimantan Timur,UTC+08:00,3552191,116.4684405,0.45385803,3.06%,81.73%
8/9/2021,Kalimantan Utara,Province,25531,469,18049,327,23,116,Kalimantan Utara,UTC+08:00,648407,116.2188791,2.891012621,1.84%,70.69%
8/9/2021,Kepulauan Bangka Belitung,Province,38837,881,31425,216,21,489,Kepulauan Bangka Belitung,UTC+07:00,1379767,106.5499324,-2.447444127,2.27%,80.92%
8/9/2021,Kepulauan Riau,Province,48494,1352,42648,307,18,386,Kepulauan Riau,UTC+07:00,1929400,108.261746,3.916346,2.79%,87.94%
8/9/2021,Lampung,Province,39812,2672,30306,367,61,565,Lampung,UTC+07:00,9095591,105.0214366,-4.916792975,6.71%,76.12%
8/9/2021,Maluku,Province,13737,235,10594,77,0,84,Maluku,UTC+09:00,1847097,129.576792,-3.192572,1.71%,77.12%
8/9/2021,Maluku Utara,Province,10840,253,8783,46,2,99,Maluku Utara,UTC+09:00,1307803,127.5391072,0.212036949,2.33%,81.02%
8/9/2021,Nusa Tenggara Barat,Province,21787,596,19483,278,3,274,Nusa Tenggara Barat,UTC+08:00,5270247,117.5086257,-8.606998866,2.74%,89.42%
8/9/2021,Nusa Tenggara Timur,Province,48657,896,36502,636,7,1094,Nusa Tenggara Timur,UTC+08:00,5411321,121.592271,-8.682205,1.84%,75.02%
8/9/2021,Papua,Province,28933,434,16926,135,7,3362,Papua,UTC+09:00,4340348,138.69603,-4.66620953,1.50%,58.50%
8/9/2021,Papua Barat,Province,20223,300,17462,408,2,250,Papua Barat,UTC+09:00,1140701,132.9762624,-2.045160182,1.48%,86.35%
8/9/2021,Riau,Province,108586,2974,92145,784,53,1503,Riau,UTC+07:00,6074100,101.8051092,0.511647851,2.74%,84.86%
8/9/2021,Sulawesi Barat,Province,9412,200,7538,62,6,105,Sulawesi Barat,UTC+08:00,1559984,119.3450194,-2.461746053,2.12%,80.09%
8/9/2021,Sulawesi Selatan,Province,92158,1560,78556,807,30,1761,Sulawesi Selatan,UTC+08:00,9426885,120.1620559,-3.731080714,1.69%,85.24%
8/9/2021,Sulawesi Tengah,Province,29967,865,19773,428,25,852,Sulawesi Tengah,UTC+08:00,2955567,121.2010927,-1.00413668,2.89%,65.98%
8/9/2021,Sulawesi Tenggara,Province,17930,413,14171,89,4,178,Sulawesi Tenggara,UTC+08:00,2635461,122.070311,-4.124688793,2.30%,79.04%
8/9/2021,Sulawesi Utara,Province,27783,795,21201,130,8,465,Sulawesi Utara,UTC+08:00,2641884,124.5212396,1.259638212,2.86%,76.31%
8/9/2021,Sumatera Barat,Province,78453,1674,62345,390,13,780,Sumatera Barat,UTC+07:00,5519245,100.4650624,-0.850253225,2.13%,79.47%
8/9/2021,Sumatera Selatan,Province,52069,2419,40081,203,35,960,Sumatera Selatan,UTC+07:00,8217551,104.1694647,-3.216211808,4.65%,76.98%
8/9/2021,Sumatera Utara,Province,72888,1700,46154,1035,26,666,Sumatera Utara,UTC+07:00,14874889,99.05196442,2.191894453,2.33%,63.32%
8/10/2021,Aceh,Province,25749,1091,18466,379,7,95,Aceh,UTC+07:00,5247257,96.91052174,4.225614628,4.24%,71.72%
8/10/2021,Bali,Province,88628,2517,73165,1411,36,1576,Bali,UTC+08:00,4216171,115.1317136,-8.369471688,2.84%,82.55%
8/10/2021,Banten,Province,121861,2369,104856,842,15,1510,Banten,UTC+07:00,10722374,106.1090043,-6.456736388,1.94%,86.05%
8/10/2021,Bengkulu,Province,20498,321,16465,120,11,200,Bengkulu,UTC+07:00,1999539,102.3384213,-3.533583627,1.57%,80.32%
8/10/2021,DKI Jakarta,Province,833654,12851,810246,1426,39,1174,DKI Jakarta,UTC+07:00,10846145,106.8361183,-6.204698991,1.54%,97.19%
