Date,Location,Location Level,Total Cases,Total Deaths,Total Recovered,New Cases,New Deaths,New Recovered,Province,Time Zone,Population,Longitude,Latitude,Case Fatality Rate,Case Recovered Rate
4/24/2020,Lampung,Province,38,5,6,0,0,0,Lampung,UTC+07:00,9095591,105.0214366,-4.916792975,13.16%,15.79%
4/24/2020,Maluku,Province,17,1,12,0,0,1,Maluku,UTC+09:00,1847097,129.576792,-3.192572,5.88%,70.59%
4/24/2020,Maluku Utara,Province,14,0,2,0,0,0,Maluku Utara,UTC+09:00,1307803,127.5391072,0.212036949,0.00%,14.29%
4/24/2020,Nusa Tenggara Barat,Province,152,4,15,38,0,2,Nusa Tenggara Barat,UTC+08:00,5270247,117.5086257,-8.606998866,2.63%,9.87%
4/24/2020,Nusa Tenggara Timur,Province,1,0,1,0,0,1,Nusa Tenggara Timur,UTC+08:00,5411321,121.592271,-8.682205,0.00%,100.00%
4/24/2020,Papua,Province,136,7,34,6,0,0,Papua,UTC+09:00,4340348,138.69603,-4.66620953,5.15%,25.00%
4/24/2020,Papua Barat,Province,15,1,1,2,0,0,Papua Barat,UTC+09:00,1140701,132.9762624,-2.045160182,6.67%,6.67%
4/24/2020,Riau,Province,36,6,15,0,0,1,Riau,UTC+07:00,6074100,101.8051092,0.511647851,16.67%,41.67%
4/24/2020,Sulawesi Barat,Province,33,1,1,25,0,0,Sulawesi Barat,UTC+08:00,1559984,119.3450194,-2.461746053,3.03%,3.03%
4/24/2020,Sulawesi Selatan,Province,419,33,85,22,0,1,Sulawesi Selatan,UTC+08:00,9426885,120.1620559,-3.731080714,7.88%,20.29%
4/24/2020,Sulawesi Tengah,Province,32,3,3,3,0,0,Sulawesi Tengah,UTC+08:00,2955567,121.2010927,-1.00413668,9.38%,9.38%
4/24/2020,Sulawesi Tenggara,Province,41,2,5,5,0,1,Sulawesi Tenggara,UTC+08:00,2635461,122.070311,-4.124688793,4.88%,12.20%
4/24/2020,Sulawesi Utara,Province,36,4,11,5,0,0,Sulawesi Utara,UTC+08:00,2641884,124.5212396,1.259638212,11.11%,30.56%
4/24/2020,Sumatera Barat,Province,96,10,18,10,1,1,Sumatera Barat,UTC+07:00,5519245,100.4650624,-0.850253225,10.42%,18.75%
4/24/2020,Sumatera Selatan,Province,106,3,7,13,0,2,Sumatera Selatan,UTC+07:00,8217551,104.1694647,-3.216211808,2.83%,6.60%
4/24/2020,Sumatera Utara,Province,96,11,31,1,0,0,Sumatera Utara,UTC+07:00,14874889,99.05196442,2.191894453,11.46%,32.29%
4/25/2020,Aceh,Province,9,1,4,1,0,0,Aceh,UTC+07:00,5247257,96.91052174,4.225614628,11.11%,44.44%
4/25/2020,Bali,Province,178,3,43,6,0,9,Bali,UTC+08:00,4216171,115.1317136,-8.369471688,1.69%,24.16%
4/25/2020,Banten,Province,322,56,326,11,2,2,Banten,UTC+07:00,10722374,106.1090043,-6.456736388,17.39%,101.24%
4/25/2020,Bengkulu,Province,8,1,1,0,0,0,Bengkulu,UTC+07:00,1999539,102.3384213,-3.533583627,12.50%,12.50%
4/25/2020,DKI Jakarta,Province,3288,325,359,78,19,7,DKI Jakarta,UTC+07:00,10846145,106.8361183,-6.204698991,9.88%,10.92%
4/25/2020,Daerah Istimewa Yogyakarta,Province,78,7,39,2,0,0,Daerah Istimewa Yogyakarta,UTC+07:00,3631015,110.4448783,-7.89450185,8.97%,50.00%
4/25/2020,Gorontalo,Province,14,1,0,2,0,0,Gorontalo,UTC+08:00,1180651,122.3760581,0.687002604,7.14%,0.00%
4/25/2020,Indonesia,Country,8607,720,1042,396,31,40,,,265185520,113.921327,-0.789275,8.37%,12.11%
4/25/2020,Jambi,Province,21,0,5,3,0,0,Jambi,UTC+07:00,3493357,102.7236404,-1.69769766,0.00%,23.81%
4/25/2020,Jawa Barat,Province,727,95,225,18,0,6,Jawa Barat,UTC+07:00,45161325,107.6037083,-6.920432083,13.07%,30.95%
4/25/2020,Jawa Tengah,Province,820,74,139,52,2,11,Jawa Tengah,UTC+07:00,36364072,110.2011149,-7.259097177,9.02%,16.95%
4/25/2020,Jawa Timur,Province,820,186,806,75,7,19,Jawa Timur,UTC+07:00,40479023,112.7329414,-7.723345579,22.68%,98.29%
4/25/2020,Kalimantan Barat,Province,51,3,8,1,0,0,Kalimantan Barat,UTC+07:00,5422814,111.1211776,-0.086474572,5.88%,15.69%
4/25/2020,Kalimantan Selatan,Province,146,8,15,14,0,4,Kalimantan Selatan,UTC+08:00,4023049,115.4385783,-2.993594979,5.48%,10.27%
4/25/2020,Kalimantan Tengah,Province,100,7,48,6,0,0,Kalimantan Tengah,UTC+07:00,2570289,113.4176536,-1.602484653,7.00%,48.00%
4/25/2020,Kalimantan Timur,Province,95,1,17,12,0,0,Kalimantan Timur,UTC+08:00,3552191,116.4684405,0.45385803,1.05%,17.89%
4/25/2020,Kalimantan Utara,Province,83,1,2,6,0,0,Kalimantan Utara,UTC+08:00,648407,116.2188791,2.891012621,1.20%,2.41%
4/25/2020,Kepulauan Bangka Belitung,Province,10,1,3,0,0,0,Kepulauan Bangka Belitung,UTC+07:00,1379767,106.5499324,-2.447444127,10.00%,30.00%
4/25/2020,Kepulauan Riau,Province,83,9,13,0,0,2,Kepulauan Riau,UTC+07:00,1929400,108.261746,3.916346,10.84%,15.66%
4/25/2020,Lampung,Province,38,5,7,0,0,1,Lampung,UTC+07:00,9095591,105.0214366,-4.916792975,13.16%,18.42%
4/25/2020,Maluku,Province,20,1,12,3,0,0,Maluku,UTC+09:00,1847097,129.576792,-3.192572,5.00%,60.00%
4/25/2020,Maluku Utara,Province,14,0,3,0,0,1,Maluku Utara,UTC+09:00,1307803,127.5391072,0.212036949,0.00%,21.43%
4/25/2020,Nusa Tenggara Barat,Province,180,4,20,28,0,5,Nusa Tenggara Barat,UTC+08:00,5270247,117.5086257,-8.606998866,2.22%,11.11%
4/25/2020,Nusa Tenggara Timur,Province,1,0,1,0,0,0,Nusa Tenggara Timur,UTC+08:00,5411321,121.592271,-8.682205,0.00%,100.00%
4/25/2020,Papua,Province,136,7,34,0,0,0,Papua,UTC+09:00,4340348,138.69603,-4.66620953,5.15%,25.00%
4/25/2020,Papua Barat,Province,16,1,1,1,0,0,Papua Barat,UTC+09:00,1140701,132.9762624,-2.045160182,6.25%,6.25%
4/25/2020,Riau,Province,38,6,16,2,0,1,Riau,UTC+07:00,6074100,101.8051092,0.511647851,15.79%,42.11%
4/25/2020,Sulawesi Barat,Province,35,1,1,2,0,0,Sulawesi Barat,UTC+08:00,1559984,119.3450194,-2.461746053,2.86%,2.86%
4/25/2020,Sulawesi Selatan,Province,432,34,86,13,1,1,Sulawesi Selatan,UTC+08:00,9426885,120.1620559,-3.731080714,7.87%,19.91%
4/25/2020,Sulawesi Tengah,Province,36,3,3,4,0,0,Sulawesi Tengah,UTC+08:00,2955567,121.2010927,-1.00413668,8.33%,8.33%
4/25/2020,Sulawesi Tenggara,Province,41,2,5,0,0,0,Sulawesi Tenggara,UTC+08:00,2635461,122.070311,-4.124688793,4.88%,12.20%
4/25/2020,Sulawesi Utara,Province,36,4,11,0,0,0,Sulawesi Utara,UTC+08:00,2641884,124.5212396,1.259638212,11.11%,30.56%
4/25/2020,Sumatera Barat,Province,97,11,22,1,1,4,Sumatera Barat,UTC+07:00,5519245,100.4650624,-0.850253225,11.34%,22.68%
4/25/2020,Sumatera Selatan,Province,119,3,17,13,0,10,Sumatera Selatan,UTC+07:00,8217551,104.1694647,-3.216211808,2.52%,14.29%
4/25/2020,Sumatera Utara,Province,105,12,31,9,1,0,Sumatera Utara,UTC+07:00,14874889,99.05196442,2.191894453,11.43%,29.52%
4/26/2020,Aceh,Province,9,1,4,0,0,0,Aceh,UTC+07:00,5247257,96.91052174,4.225614628,11.11%,44.44%
4/26/2020,Bali,Province,181,3,43,3,0,0,Bali,UTC+08:00,4216171,115.1317136,-8.369471688,1.66%,23.76%
4/26/2020,Banten,Province,322,60,327,0,4,1,Banten,UTC+07:00,10722374,106.1090043,-6.456736388,18.63%,101.55%
4/26/2020,Bengkulu,Province,8,1,1,0,0,0,Bengkulu,UTC+07:00,1999539,102.3384213,-3.533583627,12.50%,12.50%
4/26/2020,DKI Jakarta,Province,3392,332,360,104,7,1,DKI Jakarta,UTC+07:00,10846145,106.8361183,-6.204698991,9.79%,10.61%
4/26/2020,Daerah Istimewa Yogyakarta,Province,81,7,39,3,0,0,Daerah Istimewa Yogyakarta,UTC+07:00,3631015,110.4448783,-7.89450185,8.64%,48.15%
4/26/2020,Gorontalo,Province,14,1,0,0,0,0,Gorontalo,UTC+08:00,1180651,122.3760581,0.687002604,7.14%,0.00%
4/26/2020,Indonesia,Country,8882,743,1107,275,23,65,,,265185520,113.921327,-0.789275,8.37%,12.46%
4/26/2020,Jambi,Province,32,0,5,11,0,0,Jambi,UTC+07:00,3493357,102.7236404,-1.69769766,0.00%,15.63%
4/26/2020,Jawa Barat,Province,737,95,227,10,0,2,Jawa Barat,UTC+07:00,45161325,107.6037083,-6.920432083,12.89%,30.80%
4/26/2020,Jawa Tengah,Province,858,74,142,38,0,3,Jawa Tengah,UTC+07:00,36364072,110.2011149,-7.259097177,8.62%,16.55%
4/26/2020,Jawa Timur,Province,839,194,810,19,8,4,Jawa Timur,UTC+07:00,40479023,112.7329414,-7.723345579,23.12%,96.54%
4/26/2020,Kalimantan Barat,Province,51,3,8,0,0,0,Kalimantan Barat,UTC+07:00,5422814,111.1211776,-0.086474572,5.88%,15.69%
4/26/2020,Kalimantan Selatan,Province,146,8,16,0,0,1,Kalimantan Selatan,UTC+08:00,4023049,115.4385783,-2.993594979,5.48%,10.96%
4/26/2020,Kalimantan Tengah,Province,104,7,49,4,0,1,Kalimantan Tengah,UTC+07:00,2570289,113.4176536,-1.602484653,6.73%,47.12%
4/26/2020,Kalimantan Timur,Province,103,1,18,8,0,1,Kalimantan Timur,UTC+08:00,3552191,116.4684405,0.45385803,0.97%,17.48%
4/26/2020,Kalimantan Utara,Province,89,1,2,6,0,0,Kalimantan Utara,UTC+08:00,648407,116.2188791,2.891012621,1.12%,2.25%
4/26/2020,Kepulauan Bangka Belitung,Province,11,1,3,1,0,0,Kepulauan Bangka Belitung,UTC+07:00,1379767,106.5499324,-2.447444127,9.09%,27.27%
4/26/2020,Kepulauan Riau,Province,85,9,13,2,0,0,Kepulauan Riau,UTC+07:00,1929400,108.261746,3.916346,10.59%,15.29%
4/26/2020,Lampung,Province,42,5,7,4,0,0,Lampung,UTC+07:00,9095591,105.0214366,-4.916792975,11.90%,16.67%
4/26/2020,Maluku,Province,20,1,12,0,0,0,Maluku,UTC+09:00,1847097,129.576792,-3.192572,5.00%,60.00%
4/26/2020,Maluku Utara,Province,26,0,3,12,0,0,Maluku Utara,UTC+09:00,1307803,127.5391072,0.212036949,0.00%,11.54%
4/26/2020,Nusa Tenggara Barat,Province,195,4,20,15,0,0,Nusa Tenggara Barat,UTC+08:00,5270247,117.5086257,-8.606998866,2.05%,10.26%
4/26/2020,Nusa Tenggara Timur,Province,1,0,1,0,0,0,Nusa Tenggara Timur,UTC+08:00,5411321,121.592271,-8.682205,0.00%,100.00%
4/26/2020,Papua,Province,141,7,34,5,0,0,Papua,UTC+09:00,4340348,138.69603,-4.66620953,4.96%,24.11%
4/26/2020,Papua Barat,Province,16,1,1,0,0,0,Papua Barat,UTC+09:00,1140701,132.9762624,-2.045160182,6.25%,6.25%
4/26/2020,Riau,Province,39,6,16,1,0,0,Riau,UTC+07:00,6074100,101.8051092,0.511647851,15.38%,41.03%
4/26/2020,Sulawesi Barat,Province,35,1,1,0,0,0,Sulawesi Barat,UTC+08:00,1559984,119.3450194,-2.461746053,2.86%,2.86%
4/26/2020,Sulawesi Selatan,Province,440,35,104,8,1,18,Sulawesi Selatan,UTC+08:00,9426885,120.1620559,-3.731080714,7.95%,23.64%
4/26/2020,Sulawesi Tengah,Province,36,3,4,0,0,1,Sulawesi Tengah,UTC+08:00,2955567,121.2010927,-1.00413668,8.33%,11.11%
4/26/2020,Sulawesi Tenggara,Province,45,2,6,4,0,1,Sulawesi Tenggara,UTC+08:00,2635461,122.070311,-4.124688793,4.44%,13.33%
4/26/2020,Sulawesi Utara,Province,40,4,17,4,0,6,Sulawesi Utara,UTC+08:00,2641884,124.5212396,1.259638212,10.00%,42.50%
4/26/2020,Sumatera Barat,Province,102,11,22,5,0,0,Sumatera Barat,UTC+07:00,5519245,100.4650624,-0.850253225,10.78%,21.57%
4/26/2020,Sumatera Selatan,Province,129,3,17,10,0,0,Sumatera Selatan,UTC+07:00,8217551,104.1694647,-3.216211808,2.33%,13.18%
4/26/2020,Sumatera Utara,Province,111,12,38,6,0,7,Sumatera Utara,UTC+07:00,14874889,99.05196442,2.191894453,10.81%,34.23%
4/27/2020,Aceh,Province,9,1,5,0,0,1,Aceh,UTC+07:00,5247257,96.91052174,4.225614628,11.11%,55.56%
4/27/2020,Bali,Province,188,3,49,7,0,6,Bali,UTC+08:00,4216171,115.1317136,-8.369471688,1.60%,26.06%
4/27/2020,Banten,Province,334,61,332,12,1,5,Banten,UTC+07:00,10722374,106.1090043,-6.456736388,18.26%,99.40%
4/27/2020,Bengkulu,Province,8,1,1,0,0,0,Bengkulu,UTC+07:00,1999539,102.3384213,-3.533583627,12.50%,12.50%
4/27/2020,DKI Jakarta,Province,3458,345,361,66,13,1,DKI Jakarta,UTC+07:00,10846145,106.8361183,-6.204698991,9.98%,10.44%
4/27/2020,Daerah Istimewa Yogyakarta,Province,82,7,41,1,0,2,Daerah Istimewa Yogyakarta,UTC+07:00,3631015,110.4448783,-7.89450185,8.54%,50.00%
4/27/2020,Gorontalo,Province,14,1,0,0,0,0,Gorontalo,UTC+08:00,1180651,122.3760581,0.687002604,7.14%,0.00%
4/27/2020,Indonesia,Country,9096,765,1151,214,22,44,,,265185520,113.921327,-0.789275,8.41%,12.65%
4/27/2020,Jambi,Province,32,0,5,0,0,0,Jambi,UTC+07:00,3493357,102.7236404,-1.69769766,0.00%,15.63%
4/27/2020,Jawa Barat,Province,771,96,235,34,1,8,Jawa Barat,UTC+07:00,45161325,107.6037083,-6.920432083,12.45%,30.48%
4/27/2020,Jawa Tengah,Province,880,76,155,22,2,13,Jawa Tengah,UTC+07:00,36364072,110.2011149,-7.259097177,8.64%,17.61%
4/27/2020,Jawa Timur,Province,851,199,819,12,5,9,Jawa Timur,UTC+07:00,40479023,112.7329414,-7.723345579,23.38%,96.24%
4/27/2020,Kalimantan Barat,Province,51,3,8,0,0,0,Kalimantan Barat,UTC+07:00,5422814,111.1211776,-0.086474572,5.88%,15.69%
4/27/2020,Kalimantan Selatan,Province,150,8,16,4,0,0,Kalimantan Selatan,UTC+08:00,4023049,115.4385783,-2.993594979,5.33%,10.67%
4/27/2020,Kalimantan Tengah,Province,112,7,49,8,0,0,Kalimantan Tengah,UTC+07:00,2570289,113.4176536,-1.602484653,6.25%,43.75%
4/27/2020,Kalimantan Timur,Province,105,1,19,2,0,1,Kalimantan Timur,UTC+08:00,3552191,116.4684405,0.45385803,0.95%,18.10%
4/27/2020,Kalimantan Utara,Province,90,1,2,1,0,0,Kalimantan Utara,UTC+08:00,648407,116.2188791,2.891012621,1.11%,2.22%
4/27/2020,Kepulauan Bangka Belitung,Province,11,1,3,0,0,0,Kepulauan Bangka Belitung,UTC+07:00,1379767,106.5499324,-2.447444127,9.09%,27.27%
4/27/2020,Kepulauan Riau,Province,86,9,13,1,0,0,Kepulauan Riau,UTC+07:00,1929400,108.261746,3.916346,10.47%,15.12%
4/27/2020,Lampung,Province,42,5,8,0,0,1,Lampung,UTC+07:00,9095591,105.0214366,-4.916792975,11.90%,19.05%
4/27/2020,Maluku,Province,20,1,12,0,0,0,Maluku,UTC+09:00,1847097,129.576792,-3.192572,5.00%,60.00%
4/27/2020,Maluku Utara,Province,26,0,3,0,0,0,Maluku Utara,UTC+09:00,1307803,127.5391072,0.212036949,0.00%,11.54%
4/27/2020,Nusa Tenggara Barat,Province,206,4,22,11,0,2,Nusa Tenggara Barat,UTC+08:00,5270247,117.5086257,-8.606998866,1.94%,10.68%
4/27/2020,Nusa Tenggara Timur,Province,1,0,1,0,0,0,Nusa Tenggara Timur,UTC+08:00,5411321,121.592271,-8.682205,0.00%,100.00%
4/27/2020,Papua,Province,151,7,34,10,0,0,Papua,UTC+09:00,4340348,138.69603,-4.66620953,4.64%,22.52%
4/27/2020,Papua Barat,Province,16,1,1,0,0,0,Papua Barat,UTC+09:00,1140701,132.9762624,-2.045160182,6.25%,6.25%
4/27/2020,Riau,Province,39,6,17,0,0,1,Riau,UTC+07:00,6074100,101.8051092,0.511647851,15.38%,43.59%
4/27/2020,Sulawesi Barat,Province,35,1,1,0,0,0,Sulawesi Barat,UTC+08:00,1559984,119.3450194,-2.461746053,2.86%,2.86%
4/27/2020,Sulawesi Selatan,Province,440,35,111,0,0,7,Sulawesi Selatan,UTC+08:00,9426885,120.1620559,-3.731080714,7.95%,25.23%
4/27/2020,Sulawesi Tengah,Province,36,3,4,0,0,0,Sulawesi Tengah,UTC+08:00,2955567,121.2010927,-1.00413668,8.33%,11.11%
4/27/2020,Sulawesi Tenggara,Province,45,2,6,0,0,0,Sulawesi Tenggara,UTC+08:00,2635461,122.070311,-4.124688793,4.44%,13.33%
4/27/2020,Sulawesi Utara,Province,40,4,17,0,0,0,Sulawesi Utara,UTC+08:00,2641884,124.5212396,1.259638212,10.00%,42.50%
4/27/2020,Sumatera Barat,Province,121,14,26,19,3,4,Sumatera Barat,UTC+07:00,5519245,100.4650624,-0.850253225,11.57%,21.49%
4/27/2020,Sumatera Selatan,Province,129,3,21,0,0,4,Sumatera Selatan,UTC+07:00,8217551,104.1694647,-3.216211808,2.33%,16.28%
4/27/2020,Sumatera Utara,Province,111,12,45,0,0,7,Sumatera Utara,UTC+07:00,14874889,99.05196442,2.191894453,10.81%,40.54%
4/28/2020,Aceh,Province,9,1,6,0,0,1,Aceh,UTC+07:00,5247257,96.91052174,4.225614628,11.11%,66.67%
4/28/2020,Bali,Province,210,3,55,22,0,6,Bali,UTC+08:00,4216171,115.1317136,-8.369471688,1.43%,26.19%
4/28/2020,Banten,Province,340,61,335,6,0,3,Banten,UTC+07:00,10722374,106.1090043,-6.456736388,17.94%,98.53%
4/28/2020,Bengkulu,Province,8,2,1,0,1,0,Bengkulu,UTC+07:00,1999539,102.3384213,-3.533583627,25.00%,12.50%
4/28/2020,DKI Jakarta,Province,3582,349,383,124,4,22,DKI Jakarta,UTC+07:00,10846145,106.8361183,-6.204698991,9.74%,10.69%
4/28/2020,Daerah Istimewa Yogyakarta,Province,92,7,42,10,0,1,Daerah Istimewa Yogyakarta,UTC+07:00,3631015,110.4448783,-7.89450185,7.61%,45.65%
4/28/2020,Gorontalo,Province,15,1,2,1,0,2,Gorontalo,UTC+08:00,1180651,122.3760581,0.687002604,6.67%,13.33%
4/28/2020,Indonesia,Country,9511,773,1254,415,8,103,,,265185520,113.921327,-0.789275,8.13%,13.18%
4/28/2020,Jambi,Province,32,0,5,0,0,0,Jambi,UTC+07:00,3493357,102.7236404,-1.69769766,0.00%,15.63%
4/28/2020,Jawa Barat,Province,772,97,243,1,1,8,Jawa Barat,UTC+07:00,45161325,107.6037083,-6.920432083,12.56%,31.48%
4/28/2020,Jawa Tengah,Province,902,77,168,22,1,13,Jawa Tengah,UTC+07:00,36364072,110.2011149,-7.259097177,8.54%,18.63%
4/28/2020,Jawa Timur,Province,909,200,840,58,1,21,Jawa Timur,UTC+07:00,40479023,112.7329414,-7.723345579,22.00%,92.41%
4/28/2020,Kalimantan Barat,Province,51,3,8,0,0,0,Kalimantan Barat,UTC+07:00,5422814,111.1211776,-0.086474572,5.88%,15.69%
4/28/2020,Kalimantan Selatan,Province,150,9,20,0,1,4,Kalimantan Selatan,UTC+08:00,4023049,115.4385783,-2.993594979,6.00%,13.33%
4/28/2020,Kalimantan Tengah,Province,121,8,51,9,1,2,Kalimantan Tengah,UTC+07:00,2570289,113.4176536,-1.602484653,6.61%,42.15%
4/28/2020,Kalimantan Timur,Province,113,1,19,8,0,0,Kalimantan Timur,UTC+08:00,3552191,116.4684405,0.45385803,0.88%,16.81%
4/28/2020,Kalimantan Utara,Province,92,1,2,2,0,0,Kalimantan Utara,UTC+08:00,648407,116.2188791,2.891012621,1.09%,2.17%
4/28/2020,Kepulauan Bangka Belitung,Province,11,1,3,0,0,0,Kepulauan Bangka Belitung,UTC+07:00,1379767,106.5499324,-2.447444127,9.09%,27.27%
4/28/2020,Kepulauan Riau,Province,89,9,13,3,0,0,Kepulauan Riau,UTC+07:00,1929400,108.261746,3.916346,10.11%,14.61%
4/28/2020,Lampung,Province,44,5,10,2,0,2,Lampung,UTC+07:00,9095591,105.0214366,-4.916792975,11.36%,22.73%
4/28/2020,Maluku,Province,22,1,13,2,0,1,Maluku,UTC+09:00,1847097,129.576792,-3.192572,4.55%,59.09%
4/28/2020,Maluku Utara,Province,26,0,4,0,0,1,Maluku Utara,UTC+09:00,1307803,127.5391072,0.212036949,0.00%,15.38%
4/28/2020,Nusa Tenggara Barat,Province,221,4,24,15,0,2,Nusa Tenggara Barat,UTC+08:00,5270247,117.5086257,-8.606998866,1.81%,10.86%
4/28/2020,Nusa Tenggara Timur,Province,1,0,1,0,0,0,Nusa Tenggara Timur,UTC+08:00,5411321,121.592271,-8.682205,0.00%,100.00%
4/28/2020,Papua,Province,177,7,50,26,0,16,Papua,UTC+09:00,4340348,138.69603,-4.66620953,3.95%,28.25%
4/28/2020,Papua Barat,Province,37,1,1,21,0,0,Papua Barat,UTC+09:00,1140701,132.9762624,-2.045160182,2.70%,2.70%
4/28/2020,Riau,Province,40,6,17,1,0,0,Riau,UTC+07:00,6074100,101.8051092,0.511647851,15.00%,42.50%
4/28/2020,Sulawesi Barat,Province,37,1,3,2,0,2,Sulawesi Barat,UTC+08:00,1559984,119.3450194,-2.461746053,2.70%,8.11%
4/28/2020,Sulawesi Selatan,Province,453,35,113,13,0,2,Sulawesi Selatan,UTC+08:00,9426885,120.1620559,-3.731080714,7.73%,24.94%
4/28/2020,Sulawesi Tengah,Province,42,3,8,6,0,4,Sulawesi Tengah,UTC+08:00,2955567,121.2010927,-1.00413668,7.14%,19.05%
4/28/2020,Sulawesi Tenggara,Province,45,2,6,0,0,0,Sulawesi Tenggara,UTC+08:00,2635461,122.070311,-4.124688793,4.44%,13.33%
4/28/2020,Sulawesi Utara,Province,43,4,17,3,0,0,Sulawesi Utara,UTC+08:00,2641884,124.5212396,1.259638212,9.30%,39.53%
4/28/2020,Sumatera Barat,Province,144,14,26,23,0,0,Sumatera Barat,UTC+07:00,5519245,100.4650624,-0.850253225,9.72%,18.06%
4/28/2020,Sumatera Selatan,Province,143,3,24,14,0,3,Sumatera Selatan,UTC+07:00,8217551,104.1694647,-3.216211808,2.10%,16.78%
4/28/2020,Sumatera Utara,Province,111,13,45,0,1,0,Sumatera Utara,UTC+07:00,14874889,99.05196442,2.191894453,11.71%,40.54%
4/29/2020,Aceh,Province,9,1,7,0,0,1,Aceh,UTC+07:00,5247257,96.91052174,4.225614628,11.11%,77.78%
4/29/2020,Bali,Province,210,3,62,0,0,7,Bali,UTC+08:00,4216171,115.1317136,-8.369471688,1.43%,29.52%
4/29/2020,Banten,Province,340,61,346,0,0,11,Banten,UTC+07:00,10722374,106.1090043,-6.456736388,17.94%,101.76%
4/29/2020,Bengkulu,Province,12,2,1,4,0,0,Bengkulu,UTC+07:00,1999539,102.3384213,-3.533583627,16.67%,8.33%
4/29/2020,DKI Jakarta,Province,3692,349,458,110,0,75,DKI Jakarta,UTC+07:00,10846145,106.8361183,-6.204698991,9.45%,12.41%
4/29/2020,Daerah Istimewa Yogyakarta,Province,93,7,45,1,0,3,Daerah Istimewa Yogyakarta,UTC+07:00,3631015,110.4448783,-7.89450185,7.53%,48.39%
4/29/2020,Gorontalo,Province,15,1,2,0,0,0,Gorontalo,UTC+08:00,1180651,122.3760581,0.687002604,6.67%,13.33%
4/29/2020,Indonesia,Country,9771,784,1391,260,11,137,,,265185520,113.921327,-0.789275,8.02%,14.24%
4/29/2020,Jambi,Province,32,0,5,0,0,0,Jambi,UTC+07:00,3493357,102.7236404,-1.69769766,0.00%,15.63%
4/29/2020,Jawa Barat,Province,792,97,256,20,0,13,Jawa Barat,UTC+07:00,45161325,107.6037083,-6.920432083,12.25%,32.32%
4/29/2020,Jawa Tengah,Province,943,80,176,41,3,8,Jawa Tengah,UTC+07:00,36364072,110.2011149,-7.259097177,8.48%,18.66%
4/29/2020,Jawa Timur,Province,929,203,850,20,3,10,Jawa Timur,UTC+07:00,40479023,112.7329414,-7.723345579,21.85%,91.50%
4/29/2020,Kalimantan Barat,Province,58,3,8,7,0,0,Kalimantan Barat,UTC+07:00,5422814,111.1211776,-0.086474572,5.17%,13.79%
4/29/2020,Kalimantan Selatan,Province,157,9,20,7,0,0,Kalimantan Selatan,UTC+08:00,4023049,115.4385783,-2.993594979,5.73%,12.74%
4/29/2020,Kalimantan Tengah,Province,127,8,51,6,0,0,Kalimantan Tengah,UTC+07:00,2570289,113.4176536,-1.602484653,6.30%,40.16%
4/29/2020,Kalimantan Timur,Province,117,1,19,4,0,0,Kalimantan Timur,UTC+08:00,3552191,116.4684405,0.45385803,0.85%,16.24%
4/29/2020,Kalimantan Utara,Province,92,1,4,0,0,2,Kalimantan Utara,UTC+08:00,648407,116.2188791,2.891012621,1.09%,4.35%
4/29/2020,Kepulauan Bangka Belitung,Province,11,1,3,0,0,0,Kepulauan Bangka Belitung,UTC+07:00,1379767,106.5499324,-2.447444127,9.09%,27.27%
4/29/2020,Kepulauan Riau,Province,89,9,17,0,0,4,Kepulauan Riau,UTC+07:00,1929400,108.261746,3.916346,10.11%,19.10%
4/29/2020,Lampung,Province,46,5,13,2,0,3,Lampung,UTC+07:00,9095591,105.0214366,-4.916792975,10.87%,28.26%
4/29/2020,Maluku,Province,23,1,13,1,0,0,Maluku,UTC+09:00,1847097,129.576792,-3.192572,4.35%,56.52%
4/29/2020,Maluku Utara,Province,26,0,4,0,0,0,Maluku Utara,UTC+09:00,1307803,127.5391072,0.212036949,0.00%,15.38%
4/29/2020,Nusa Tenggara Barat,Province,230,4,31,9,0,7,Nusa Tenggara Barat,UTC+08:00,5270247,117.5086257,-8.606998866,1.74%,13.48%
4/29/2020,Nusa Tenggara Timur,Province,1,0,1,0,0,0,Nusa Tenggara Timur,UTC+08:00,5411321,121.592271,-8.682205,0.00%,100.00%
4/29/2020,Papua,Province,189,7,50,12,0,0,Papua,UTC+09:00,4340348,138.69603,-4.66620953,3.70%,26.46%
4/29/2020,Papua Barat,Province,37,1,1,0,0,0,Papua Barat,UTC+09:00,1140701,132.9762624,-2.045160182,2.70%,2.70%
4/29/2020,Riau,Province,41,6,18,1,0,1,Riau,UTC+07:00,6074100,101.8051092,0.511647851,14.63%,43.90%
4/29/2020,Sulawesi Barat,Province,38,1,4,1,0,1,Sulawesi Barat,UTC+08:00,1559984,119.3450194,-2.461746053,2.63%,10.53%
4/29/2020,Sulawesi Selatan,Province,465,35,123,12,0,10,Sulawesi Selatan,UTC+08:00,9426885,120.1620559,-3.731080714,7.53%,26.45%
4/29/2020,Sulawesi Tengah,Province,47,3,8,5,0,0,Sulawesi Tengah,UTC+08:00,2955567,121.2010927,-1.00413668,6.38%,17.02%
4/29/2020,Sulawesi Tenggara,Province,53,2,6,8,0,0,Sulawesi Tenggara,UTC+08:00,2635461,122.070311,-4.124688793,3.77%,11.32%
4/29/2020,Sulawesi Utara,Province,44,4,18,1,0,1,Sulawesi Utara,UTC+08:00,2641884,124.5212396,1.259638212,9.09%,40.91%
